Date,AMZN,AAPL,META,MSFT,NVDA, SP500 
10/06/2024,187.06,193.12,502.6,427.87,121.79,5360.79
11/06/2024,187.23,207.15,507.47,432.68,120.91,5375.32
12/06/2024,186.89,213.07,508.84,441.06,125.2,5421.03
13/06/2024,183.83,214.24,504.1,441.58,129.61,5433.74
14/06/2024,183.66,212.49,504.16,442.57,131.88,5431.6
17/06/2024,184.06,216.67,506.63,448.37,130.98,5473.23
18/06/2024,182.81,214.29,499.49,446.34,135.58,5487.03
20/06/2024,186.1,209.68,501.7,445.7,130.78,5473.17
21/06/2024,189.08,207.49,494.78,449.78,126.57,5464.62
24/06/2024,185.57,208.14,498.91,447.67,118.11,5447.87
25/06/2024,186.34,209.07,510.6,450.95,126.09,5469.3
26/06/2024,193.61,213.25,513.12,452.16,126.4,5477.9
27/06/2024,197.85,214.1,519.56,452.85,123.99,5482.87
28/06/2024,193.25,210.62,504.22,446.95,123.54,5460.48
01/07/2024,197.2,216.75,504.68,456.73,124.3,5475.09
02/07/2024,200,220.27,509.5,459.28,122.67,5509.01
03/07/2024,197.59,221.55,509.96,460.77,128.28,5537.02
05/07/2024,200,226.34,539.91,467.56,125.83,5567.19
08/07/2024,199.29,227.82,529.32,466.24,128.2,5572.85
09/07/2024,199.34,228.68,530,459.54,131.38,5576.98
10/07/2024,199.79,232.98,534.69,466.25,134.91,5633.91
11/07/2024,195.05,227.57,512.7,454.7,127.4,5584.54
12/07/2024,194.49,230.54,498.87,453.55,129.24,5615.35
15/07/2024,192.72,234.4,496.16,453.96,128.44,5631.22
16/07/2024,193.02,234.82,489.79,449.52,126.36,5667.2
17/07/2024,187.93,228.88,461.99,443.52,117.99,5588.27
18/07/2024,183.75,224.18,475.85,440.37,121.09,5544.59
19/07/2024,183.13,224.31,476.79,437.11,117.93,5505
22/07/2024,182.55,223.96,487.4,442.94,123.54,5564.41
23/07/2024,186.41,225.01,488.69,444.85,122.59,5555.74
24/07/2024,180.83,218.54,461.27,428.9,114.25,5427.13
25/07/2024,179.85,217.49,453.41,418.4,112.28,5399.22
26/07/2024,182.5,217.96,465.7,425.27,113.06,5459.1
29/07/2024,183.2,218.24,465.71,426.73,111.59,5463.54
30/07/2024,181.71,218.8,463.19,422.92,103.73,5436.44
31/07/2024,186.98,222.08,474.83,418.35,117.02,5522.3
01/08/2024,184.07,218.36,497.74,417.11,109.21,5446.68
02/08/2024,167.9,219.86,488.14,408.49,107.27,5346.56
05/08/2024,161.02,209.27,475.73,395.15,100.45,5186.33
06/08/2024,161.93,207.23,494.09,399.61,104.25,5240.03
07/08/2024,162.77,209.82,488.92,398.43,98.91,5199.5
08/08/2024,165.8,213.31,509.63,402.69,104.97,5319.31
09/08/2024,166.94,216.24,517.77,406.02,104.75,5344.16
12/08/2024,166.8,217.53,515.95,406.81,109.02,5344.39
13/08/2024,170.23,221.27,528.54,414.01,116.14,5434.43
14/08/2024,170.1,221.72,526.76,416.86,118.08,5455.21
15/08/2024,177.59,224.72,537.33,421.03,122.86,5543.22
16/08/2024,177.06,226.05,527.42,418.47,124.58,5554.25
19/08/2024,178.22,225.89,529.28,421.53,130,5608.25
20/08/2024,178.88,226.51,526.73,424.8,127.25,5597.12
21/08/2024,180.11,226.4,535.16,424.14,128.5,5620.85
22/08/2024,176.13,224.53,531.93,415.55,123.74,5570.64
23/08/2024,177.04,226.84,528,416.79,129.37,5634.61
26/08/2024,175.5,227.18,521.12,413.49,126.46,5616.84
27/08/2024,173.12,228.03,519.1,413.84,128.3,5625.8
28/08/2024,170.8,226.49,516.78,410.6,125.61,5592.18
29/08/2024,172.12,229.79,518.22,413.12,117.59,5591.96
30/08/2024,178.5,229,521.31,417.14,119.37,5648.4
03/09/2024,176.25,222.77,511.76,409.44,108,5528.93
04/09/2024,173.33,220.85,512.74,408.9,106.21,5520.07
05/09/2024,177.89,222.38,516.86,408.39,107.21,5503.41
06/09/2024,171.39,220.82,500.27,401.7,102.83,5408.42
09/09/2024,175.4,220.91,504.79,405.72,106.47,5471.05
10/09/2024,179.55,220.11,504.79,414.2,108.1,5495.52
11/09/2024,184.52,222.66,511.83,423.04,116.91,5554.13
12/09/2024,187,222.77,525.6,427,119.14,5595.76
13/09/2024,186.49,222.5,524.62,430.59,119.1,5626.02
16/09/2024,184.89,216.32,533.28,431.34,116.78,5633.09
17/09/2024,186.88,216.79,536.32,435.15,115.59,5634.58
18/09/2024,186.43,220.69,537.95,430.81,113.37,5618.26
19/09/2024,189.87,228.87,559.1,438.69,117.87,5713.64
20/09/2024,191.6,228.2,561.35,435.27,116,5702.55
23/09/2024,193.88,226.47,564.41,433.51,116.26,5718.57
24/09/2024,193.96,227.37,563.33,429.17,120.87,5732.93
25/09/2024,192.53,226.37,568.31,432.11,123.51,5722.26
26/09/2024,191.16,227.52,567.84,431.31,124.04,5745.37
27/09/2024,187.97,227.79,567.36,428.02,121.4,5738.17
30/09/2024,186.33,233,572.44,430.3,121.44,5762.48
01/10/2024,185.13,226.21,576.47,420.69,117,5708.75
02/10/2024,184.76,226.78,572.81,417.13,118.85,5709.54
03/10/2024,181.96,225.67,582.77,416.54,122.85,5699.94
04/10/2024,186.51,226.8,595.94,416.06,124.92,5751.07
07/10/2024,180.8,221.69,584.78,409.54,127.72,5695.94
08/10/2024,182.72,225.77,592.89,414.71,132.89,5751.13
09/10/2024,185.17,229.54,590.51,417.46,132.65,5792.04
10/10/2024,186.65,229.04,583.83,415.84,134.81,5780.05
11/10/2024,188.82,227.55,589.95,416.32,134.8,5815.03
14/10/2024,187.54,231.3,590.42,419.14,138.07,5859.85
15/10/2024,187.69,233.85,586.27,418.74,131.6,5815.26
16/10/2024,186.89,231.78,576.79,416.12,135.72,5842.47
17/10/2024,187.53,232.15,576.93,416.72,136.93,5841.47
18/10/2024,188.99,235,576.47,418.16,138,5864.67
21/10/2024,189.07,236.48,575.16,418.78,143.71,5853.98
22/10/2024,189.7,235.86,582.01,427.51,143.59,5851.2
23/10/2024,184.71,230.76,563.69,424.6,139.56,5797.42
24/10/2024,186.38,230.57,567.78,424.73,140.41,5809.86
25/10/2024,187.83,231.41,573.25,428.15,141.54,5808.12
28/10/2024,188.39,233.4,578.16,426.59,140.52,5823.52
29/10/2024,190.83,233.67,593.28,431.95,141.25,5832.92
30/10/2024,192.73,230.1,591.8,432.53,139.34,5813.67
31/10/2024,186.4,225.91,567.58,406.35,132.76,5705.45
01/11/2024,197.93,222.91,567.16,410.37,135.4,5728.8
04/11/2024,195.78,222.01,560.68,408.46,136.05,5712.69
05/11/2024,199.5,223.45,572.43,411.46,139.91,5782.76
06/11/2024,207.09,222.72,572.05,420.18,145.61,5929.04
07/11/2024,210.05,227.48,591.7,425.43,148.88,5973.1
08/11/2024,208.18,226.96,589.34,422.54,147.63,5995.54
11/11/2024,206.84,224.23,583.17,418.01,145.26,6001.35
12/11/2024,208.91,224.23,584.82,423.03,148.29,5983.99
13/11/2024,214.1,225.12,580,425.2,146.27,5985.38
14/11/2024,211.48,228.22,577.16,426.89,146.76,5949.17
15/11/2024,202.61,225,554.08,415,141.98,5870.62
18/11/2024,201.7,228.02,554.4,415.76,140.15,5893.62
19/11/2024,204.61,228.28,561.09,417.79,147.01,5916.98
20/11/2024,202.88,229,565.52,415.49,145.89,5917.11
21/11/2024,198.38,228.52,563.09,412.87,146.67,5948.71
22/11/2024,197.12,229.87,559.14,417,141.95,5969.34
25/11/2024,201.45,232.87,565.11,418.79,136.02,5987.37
26/11/2024,207.86,235.06,573.54,427.99,136.92,6021.63
27/11/2024,205.74,234.93,569.2,422.99,135.34,5998.74
29/11/2024,207.89,237.33,574.32,423.46,138.25,6032.38
02/12/2024,210.71,239.59,592.83,430.98,138.63,6047.15
03/12/2024,213.44,242.65,613.65,431.2,140.26,6049.88
04/12/2024,218.16,243.01,613.78,437.42,145.14,6086.49
05/12/2024,220.55,243.04,608.93,442.62,145.06,6075.11
06/12/2024,227.03,242.84,623.77,443.57,142.44,6090.27
09/12/2024,226.09,246.75,613.57,446.02,138.81,6052.85
10/12/2024,225.04,247.77,619.32,443.33,135.07,6034.91
11/12/2024,230.26,246.49,632.68,448.99,139.31,6084.19
12/12/2024,228.97,247.96,630.79,449.56,137.34,6051.25
13/12/2024,227.46,248.13,620.35,447.27,134.25,6051.09
16/12/2024,232.93,251.04,624.24,451.59,132,6074.08
17/12/2024,231.15,253.48,619.44,454.46,130.39,6050.61
18/12/2024,220.52,248.05,597.19,437.39,128.91,5872.16
19/12/2024,223.29,249.79,595.57,437.03,130.68,5867.08
20/12/2024,224.92,254.49,585.25,436.6,134.7,5930.85
23/12/2024,225.06,255.27,599.85,435.25,139.67,5974.07
24/12/2024,229.05,258.2,607.75,439.33,140.22,6040.04
26/12/2024,227.05,259.02,603.35,438.11,139.93,6037.59
27/12/2024,223.75,255.59,599.81,430.53,137.01,5970.84
30/12/2024,221.3,252.2,591.24,424.83,137.49,5906.94
31/12/2024,219.39,250.42,585.51,421.5,134.29,5881.63
